"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"307L9TDWJYCVV1AUCGOUEFNYJ8CN3O","31OMQ2YLPNP5BQZ3QT6R4M6Q7J266H","Understanding and improving news overviews","We are researchers creating new technologies to generate overviews of news articles. In this study, we are interested in how people understand and improve automatically generated overviews.","news overview","$3.00","Mon Aug 17 21:18:38 PDT 2015","10","BatchId:2060470;","3600","259200","Mon Aug 24 21:18:38 PDT 2015","","","37W3JXSD67SOKIDPJ4D9PBSM7EWWYS","A3ICWVGCEDRXS0","Approved","Mon Aug 17 21:18:57 PDT 2015","Mon Aug 17 22:02:47 PDT 2015","Thu Aug 20 22:02:47 PDT 2015","Wed Aug 19 17:58:23 PDT 2015","","","2630","100% (1/1)","0% (0/0)","0% (0/0)","AUTDTMFA"
"307L9TDWJYCVV1AUCGOUEFNYJ8CN3O","31OMQ2YLPNP5BQZ3QT6R4M6Q7J266H","Understanding and improving news overviews","We are researchers creating new technologies to generate overviews of news articles. In this study, we are interested in how people understand and improve automatically generated overviews.","news overview","$3.00","Mon Aug 17 21:18:38 PDT 2015","10","BatchId:2060470;","3600","259200","Mon Aug 24 21:18:38 PDT 2015","","","37WLF8U1WQAV6Y92O7ZEI9EYLXUK6K","A1TFWB4P6PXA3M","Approved","Mon Aug 17 21:21:12 PDT 2015","Mon Aug 17 21:50:59 PDT 2015","Thu Aug 20 21:50:59 PDT 2015","Wed Aug 19 17:58:24 PDT 2015","","","1787","100% (1/1)","0% (0/0)","0% (0/0)","KFYE05Z1"
"307L9TDWJYCVV1AUCGOUEFNYJ8CN3O","31OMQ2YLPNP5BQZ3QT6R4M6Q7J266H","Understanding and improving news overviews","We are researchers creating new technologies to generate overviews of news articles. In this study, we are interested in how people understand and improve automatically generated overviews.","news overview","$3.00","Mon Aug 17 21:18:38 PDT 2015","10","BatchId:2060470;","3600","259200","Mon Aug 24 21:18:38 PDT 2015","","","38F5OAUN5OWN88MZ1W19BVY2ORB7H3","A10Y4P0XE7VN47","Approved","Mon Aug 17 21:18:57 PDT 2015","Mon Aug 17 21:41:15 PDT 2015","Thu Aug 20 21:41:15 PDT 2015","Wed Aug 19 17:58:24 PDT 2015","","","1338","100% (1/1)","0% (0/0)","0% (0/0)","QU68SINB"
"307L9TDWJYCVV1AUCGOUEFNYJ8CN3O","31OMQ2YLPNP5BQZ3QT6R4M6Q7J266H","Understanding and improving news overviews","We are researchers creating new technologies to generate overviews of news articles. In this study, we are interested in how people understand and improve automatically generated overviews.","news overview","$3.00","Mon Aug 17 21:18:38 PDT 2015","10","BatchId:2060470;","3600","259200","Mon Aug 24 21:18:38 PDT 2015","","","3AAPLD8UCD1A66J6EZ4AGRQKDO1HTO","ASS4LIVDW452F","Approved","Mon Aug 17 21:25:22 PDT 2015","Mon Aug 17 21:46:05 PDT 2015","Thu Aug 20 21:46:05 PDT 2015","Wed Aug 19 17:58:24 PDT 2015","","","1243","100% (1/1)","0% (0/0)","0% (0/0)","QCZ0KI6S"
"307L9TDWJYCVV1AUCGOUEFNYJ8CN3O","31OMQ2YLPNP5BQZ3QT6R4M6Q7J266H","Understanding and improving news overviews","We are researchers creating new technologies to generate overviews of news articles. In this study, we are interested in how people understand and improve automatically generated overviews.","news overview","$3.00","Mon Aug 17 21:18:38 PDT 2015","10","BatchId:2060470;","3600","259200","Mon Aug 24 21:18:38 PDT 2015","","","3CTOC39K38AJZEHPPW4UN8EH1KIJ7P","A1U4BGCXUPH8Z2","Approved","Mon Aug 17 23:28:52 PDT 2015","Mon Aug 17 23:43:41 PDT 2015","Thu Aug 20 23:43:41 PDT 2015","Wed Aug 19 17:58:24 PDT 2015","","","889","100% (1/1)","0% (0/0)","0% (0/0)","5ZVD0TEF"
"307L9TDWJYCVV1AUCGOUEFNYJ8CN3O","31OMQ2YLPNP5BQZ3QT6R4M6Q7J266H","Understanding and improving news overviews","We are researchers creating new technologies to generate overviews of news articles. In this study, we are interested in how people understand and improve automatically generated overviews.","news overview","$3.00","Mon Aug 17 21:18:38 PDT 2015","10","BatchId:2060470;","3600","259200","Mon Aug 24 21:18:38 PDT 2015","","","3DH6GAKTYZ9SEDIUURXGOFM4OG1ZYM","A3UEAWMRV5YQ6V","Approved","Mon Aug 17 21:56:56 PDT 2015","Mon Aug 17 22:17:30 PDT 2015","Thu Aug 20 22:17:30 PDT 2015","Wed Aug 19 17:58:24 PDT 2015","","","1234","100% (1/1)","0% (0/0)","0% (0/0)","R4O705JT"
"307L9TDWJYCVV1AUCGOUEFNYJ8CN3O","31OMQ2YLPNP5BQZ3QT6R4M6Q7J266H","Understanding and improving news overviews","We are researchers creating new technologies to generate overviews of news articles. In this study, we are interested in how people understand and improve automatically generated overviews.","news overview","$3.00","Mon Aug 17 21:18:38 PDT 2015","10","BatchId:2060470;","3600","259200","Mon Aug 24 21:18:38 PDT 2015","","","3E4GGUZ1T9B7OXQ115NBSWXM5ST2KM","A3KX8PBHVFQZ3U","Approved","Mon Aug 17 21:29:18 PDT 2015","Mon Aug 17 22:13:53 PDT 2015","Thu Aug 20 22:13:53 PDT 2015","Wed Aug 19 17:58:24 PDT 2015","","","2675","100% (1/1)","0% (0/0)","0% (0/0)","B6EB3ZKF"
"307L9TDWJYCVV1AUCGOUEFNYJ8CN3O","31OMQ2YLPNP5BQZ3QT6R4M6Q7J266H","Understanding and improving news overviews","We are researchers creating new technologies to generate overviews of news articles. In this study, we are interested in how people understand and improve automatically generated overviews.","news overview","$3.00","Mon Aug 17 21:18:38 PDT 2015","10","BatchId:2060470;","3600","259200","Mon Aug 24 21:18:38 PDT 2015","","","3FFJ6VRIL289MSXZMFYLWSPUGQKI07","A2S303XSOZ1404","Approved","Mon Aug 17 22:20:22 PDT 2015","Mon Aug 17 23:08:05 PDT 2015","Thu Aug 20 23:08:05 PDT 2015","Wed Aug 19 17:58:24 PDT 2015","","","2863","100% (1/1)","0% (0/0)","0% (0/0)","TMHQCPG9"
"307L9TDWJYCVV1AUCGOUEFNYJ8CN3O","31OMQ2YLPNP5BQZ3QT6R4M6Q7J266H","Understanding and improving news overviews","We are researchers creating new technologies to generate overviews of news articles. In this study, we are interested in how people understand and improve automatically generated overviews.","news overview","$3.00","Mon Aug 17 21:18:38 PDT 2015","10","BatchId:2060470;","3600","259200","Mon Aug 24 21:18:38 PDT 2015","","","3R2UR8A0IB0RF4EDNM0XP38R264XOC","A36SM7QM8OK3H6","Approved","Mon Aug 17 22:03:23 PDT 2015","Mon Aug 17 22:49:34 PDT 2015","Thu Aug 20 22:49:34 PDT 2015","Wed Aug 19 17:58:25 PDT 2015","","","2771","100% (1/1)","0% (0/0)","0% (0/0)","ROGP00TL"
"307L9TDWJYCVV1AUCGOUEFNYJ8CN3O","31OMQ2YLPNP5BQZ3QT6R4M6Q7J266H","Understanding and improving news overviews","We are researchers creating new technologies to generate overviews of news articles. In this study, we are interested in how people understand and improve automatically generated overviews.","news overview","$3.00","Mon Aug 17 21:18:38 PDT 2015","10","BatchId:2060470;","3600","259200","Mon Aug 24 21:18:38 PDT 2015","","","3ZAK8W07I5YEVJSZGWNZFVD5AL60UW","A610SH5RY1NG1","Approved","Mon Aug 17 21:18:50 PDT 2015","Mon Aug 17 21:44:28 PDT 2015","Thu Aug 20 21:44:28 PDT 2015","Wed Aug 19 17:58:25 PDT 2015","","","1538","100% (2/2)","0% (0/0)","0% (0/0)","1C5R8COT"
