coach,1,n
producer,1,n
show,1,v
money,1,n
executive,2,n
years,1,n
nations,1,n
radio,1,n
cuts,1,v
soldiers,1,n
children,1,n
knicks,1
father,2,n
iraqi,1,a
bush,2,n
board,1,n
policy,1,n
giants,1,n
good,1,s
risk,1,n
no-trump,1,n
game,2,n
world,1,n
trump ,1
james,1,n
university,1,n
married,1,a
toyota,1,n
grandfather,1,n
queen,1,n
architecture,1,n
night,1,n
small,1,s
anti,1,a
works,1,v
husband,2,v
restaurants,2,n
deal,1,v
people,3,n
climate change,1
energy,2,n
Internet,1,n
play,1,v
phone,1,n
hair,3,n
clubs,1,n
officials,1,n
college,1,n
year,1,n
transportation,1,n
calendar,1,n
teams,1,n
israeli,1,a
business,1,n
paintings,1,v
entertainment,1,n
grandmother,1,n
companies,4,n
state,1,n
won,1,v
diamonds,1,n
Drinking,3,v
real estate profiles,1
notice,3,n
million,1,n
iran,1,n
power,3,n
cars,1,n
team,2,n
paid,3,v
ethanol,1,n
jets,1,n
article,1,n
iraq,3,n
change,1,v
great,1,s
kids,1,n
restaurant,1,n
palestinian,1,a
david,1,n
players,1,n
american,1,n
games,3,n
published,1,v
corrections,4,n
military,1,a
residents,1,n
executives,1,n
Obituary,1,n
major,1,a
family,3,n
community,1,n
son,1,n
patriots,1,n
church,1,n
light,3,s
city,1,n
line,2,n
management,1,n
troops,1,n
army,1,n
bears,1,v
museum,1,n
played,1,v
cats,1,n
call,1,v
house,1,n
john,2,n
war,2,n
exhibition,1,n
firm,1,s
life,1,n
dummy,1,n
club,3,n
company,3,n
gas,2,n
pastor,1,n
oil,2,n
ford,1,n
environmental,2,a
train,1,v
survived,1,v
Healthcare,1,n
prices,1,n
cases,1,n
earth,1,n
king,1,n
made,2,v
furnishings,1,n
car,1,n
budget,1,n
cat,1,n
states,1,n
emissions,1,n
learn,1,v
cards,1,n
called,1,v
history,1,n
exhibit,1,v
deaths,3,n
correction,3,n
tax,1,v
israel,1,n
glass,3,n
dog,1,n
high,1,n
player,2,n
Politicians,1,n
smartphone,1
home,3,n
foreign,1,a
misstated,2,v
author,1,n
percent,2,n
dining,1,v
points,1,n
chairman,2,v
interior,1,s
events,1,n
plant,1,v
added,1,v
closings,1,v
global warming,1
hand,1,n
director,1,n
plan,1,v
president,3,n
law,1,n
colts,1,n
building,1,v
cellphone,1,n
spades,1,n
center,1,n
johnson,1,n
wife,2,n
mobile,1,s
poker,1,n
space,6,n
baghdad,3,n
chief,1,n
neediest,1,s
green,1,n
mother,1,n
hearts,1,n
painting,1,v
playing,1,v
